@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"Transport Request to JPL Please, transport the request below to JPL  1) JELK984877 620   SOARESM      HR.10.11.2018-SOARESM-HORARIO SOBREAVISO BPO      INC0010644 2) JELK984953 620   SOARESM      HR.10.16.2018-SOARESM-HORARIO SOBREAVISO BPO      INC0010644 3) JELK984967 620   SOARESM      HR.10.17.2018-SOARESM-HORARIO SOBREAVISO BPO      INC0010644 4) JELK984973 620   SOARESM      HR.10.17.2018-SOARESM-HORARIO SOBREAVISO BPO      INC0010644  Tks,  Marcelo Soares.",HR
"SAP PAM - ZSD_ORDER_VOLUME not working as a replacement for VA05 SR1042450 was closed with the suggestion of using ZSD_ORDER_VOLUME report instead of VA05 which was timing out with an ABAP dump.  Unfortunately Tricia Elser can not get the ZSD_ORDER_VOLUME report to provide the same information as from VA05 report.  Please see attached e-mail chain.",LOG
"EIT 9081/SR1072347 - Packing List Exportação Toda vez que temos uma exportação para a Toyota Argentina para os itens 90091885 = 902F e 90097366 =  851F, a invoice esta correta, porém no packing list a descrição dos itens aparece trocada.",FICO
"Copy employees to JQL and JEL Please, copy the employees below to JQL and JEL with all data (PA, PD, PY, PT/TM and clusterss)  385926 386679  Tks,  Marcelo Soares.",HR
"SAP PAM - SLOC 09PM (PM Material) does not display in MIGO_GR from the PO Plant 0455 Holland has two methods of receiving MROM materials.   A material could be ordered by MRP and stocked in the crib SLOC 4000 or it can be ordered against a PM order and expensed upon receipt.   We would like to display the PM order SLOC 09PM (PM Material) which is on the PO when performing the MIGO_GR so the crib attendant doesn't accidentally stock the material in the crib and places it in the appropriate area for the PM work order.   Currently the SLOC will not display when doing the MIGO_GR.  An example PO is 40434503 in the attached screen shot.",LOG
"SAP HR Transport from JEL to JQL (JELK984995) Hi SD,  Please transport from JEL to JQL (JELK984995)",HR
"[Readsoft-JPN] - Es werden keine Dokumente vom Invoices in JPN transferiert. 125 Rechnungen hängen im Verify",FICO
"Dear CIT HR,please kindly transfer below ticket from JQL to JPL. Thank you.JELK984858 620   ITELLSJ      Work schedule creation Dear CIT HR, please kindly transfer below ticket from JQL to JPL. Thank you. JELK984858 620   ITELLSJ      Work schedule creation",HR
"Transport of JELK984981 > JQL, JPL (HU); copy the role ZEA0291PAXX_HR_ZBA.009  Hello,  please transport from JEL to JQL, JPL request JELK984981   and copy the role ZEA0291PAXX_HR_ZBA.009 for time keepers 066; 067; 068  Thank you, Klara Trminkova",HR
"INC0011351 the problem persists, user still cannot edit the order in the shopping cart, please see the new Screenshot from user. INC0011351 the problem persists, user still cannot edit the order in the shopping cart, please see the new Screenshot from user.",LOG
"Transport of requests JELK984881;JELK984996;JELK985000;JELK985002  (RU) Hello,  please transport the following requests to: to JPL: JELK984881 620   IBSVS        HR:168930 WT 1300 In Z102 - 1  to JQL: JELK984996 620   IBSVS        HR:159086 SZV-STAZH - 4 JELK985000           IBSVS        HR:159086 SZV-STAZH - 5 JELK985002          IBSVS        HR:166740 VUT Attrib - 4  Thank you, Klara Trminkova",HR
"PINr 885794 - Mitarbeiter ist untermonatig eingetreten. Auf dem Entgeltnachweis fehlt die Anschrift. PINr 885794 - Mitarbeiter ist untermonatig eingetreten. Auf dem Entgeltnachweis fehlt die Anschrift.",HR
"User sieht PTM Ergebnis für 2017 nicht Seitens HR & Vorgesetzen ist alles erledigt, dokument ist nicht sichtbar, sehe screenshots ",HR
"W268: Fehler auf VS-Etikett, Andruck des falschen Auftrags bei REWORK '@Tim:  Ist vermutlich eine Folge der Umstellung im MES, da wir dort bei TE'en, die aus REWORK-Aufträgen entstehen, ja nicht mehr die Mutterauftragsnummer übergeben. Ich vermute mal, dass die Auftragsnummer beim Etikettendruck im SAP aus der Chargenklassifizierung gelesen wird und dort falsch gefüllt ist! Den Fehler bitte umgehen beheben, da es bereits Kundenreklamationen dazu gibt.",LOG
"Falsche Personal- Kostenstellen in MES- Download- Daten  enthalten In den Personalstammdaten des SAP_HR wurden im September 2018   Kostenstellen- Änderungen durchgeführt.  Die Änderungen wurden auf den 01. Oktober 2018 datiert. Das Programm zur Selektion von Personalstammdaten für MES  hat diese Änderungen aber sofort verarbeitet und an MES übertragen. Das hat zu fehlerhaften Rückmeldungen geführt.  Das Schnittstellen- Programm darf keine ungültigen Kostenstellen an MES  übertragen.",HR
"WBS-Element 5-06059-91-001 which was created by sales department can not be used for travelling expenxes Error message says that the WBS-Element does not exist WBS-Element 5-06059-91-001 which was created by sales department can not be used for travelling expenxes  Error message says that the WBS-Element does not exist",FICO
"Transport Request to JQL Please, transport the following request to JQL  1)  JELK984992 620   SOARESM      HR.10.18.2018-SOARESM-AJUSTE BCO HORAS PORTO REAL INC0011656  Tks,  Marcelo Soares.",HR
"Transport Request to JPL Please, transport the request below to JPL  1) JELK984986 620   SOARESM      HR.10.18.2018-SOARESM-ALTERACAO TETO DESC SINDICATINC0011943  Tks,  Marcelo Soares.",HR
"Transport Request to JPL Please, transport the request below to JPL  1) 1) JELK984970 620 INTELLA HR.08082018-INTELLA-Ajuste na folga Turno I SC  Tks,  Marcelo Soares.",HR
"[BR] Criar aliq. de ISS / New withholding tax cat./tax codes New withholding tax category/tax codes necessary for ISS with tax rates of: 4,84 3,10",FICO
"Transport Request to JPL please, transport the request below to JPL  1)  JELK984992 620   SOARESM      HR.10.18.2018-SOARESM-AJUSTE BCO HORAS PORTO REAL INC0011656  Tks,  Marcelo.",HR
"Transação ZSD_TRUCK_CHECK - Deliveries aren't being automatic billed after the scanning process.  Transação ZSD_TRUCK_CHECK  Notas não estão sendo emitidas automaticamente através do coletor. Deliverys aren't automatic by data collector.",LOG
"SAP PAM - Supplier 210579 Profile wants both JIT and FRC schedules each work day We have tried a few different settings in ME84 for variant PROFILE to force a FCST call off to go with a JIT each work day.  Unfortunatley the FCST always sends on Monday only and the supplier would like it sent each work day along with the JIT.  Is there a setting that will allow this to happen?  ",LOG
"die Ausfuhr kommt nicht  raus. Beleg 19401. ist sehr dringend, der LKW ist bereits am laden. die Ausfuhr kommt nicht  raus. Beleg 19401. ist sehr dringend, der LKW ist bereits am laden.",FICO
"fehlerhafte Ampelfarbe bei der Arvato MIC Kontrolle 0014_CO_P_00032 (Testmonat September):Bei der Kostenstelle 145201 (Unterkontrolle) ist die Ampel rot, trotz fehlerhafte Ampelfarbe bei der Arvato MIC Kontrolle 0014_CO_P_00032 (Testmonat September): Bei der Kostenstelle 145201 (Unterkontrolle) ist die Ampel rot, trotzdem ist das Gesamtergebnis für die Kontrolle eine gelbe Ampel. Eigentlich müsste die Gesamtkontrolle bei einer roten Unterkontrolle auch rot sein. Bitte die Programmierung überprüfen, ob es sich um einen technischen Fehler handelt.",FICO
"EBP account locked. EBP account unlocked.",LOG
"Fehler wird angezeigt. Ist im Anhang hintelegt. Fehler wird angezeigt. Ist im Anhang hintelegt.",HR
"EBP  - Catalogue access request  User ID: barrier  Issue description: User is requesting access to  Benteler Office Material Catalog  and  Benteler PC Equipment    Hallo Frau Vapenikova, bitte den  Benteler Büromaterial Katalog  sowie  Benteler PC Equipment  für mich im EBP anlegen lassen. Vielen Dank.",LOG
"Transport of JELK984394;JELK984396;JELK984836 > JPL (RU) Hello,  please transport from JQL to JPL requests: JELK984394 HR-PY:166214 Correct 6NDFL JELK984396 HR-PY:166214 correct fsspay in 6NDFL JELK984836 HR-PY:166214 correct fsspay in 6NDFL-2  Thank you, Klara Trminkova",HR
"SAP HR Transport from JEL to JQL  (JELK985031) Hi SD,  please transport from JEL to JQL (JELK985031)",HR
"User EBP's are going twice to the same person Hi SD,  When the user creates EBP's, it goes to the correct approver, which is Jeferson Nunes. After the Jeferson approves it goes back to him for another approval which is seen as the controlling step. The way its supposed to be is after Jeferson approves, it needs to go to Controlling Step local which is Akira Jimmy.",LOG
"[Readsoft-BAT] - Installation Patch auf Scanner PC  Installation des Patches 6",FICO
"Bitte Sonepar Einkaufskatalog für mich selber 821030 Birzer Albert zur Benutzung freigeben. Bitte Sonepar Einkaufskatalog für mich selber 821030 Birzer Albert zur Benutzung freigeben.",LOG
"Ein Abwesenheitsantrag (gelb markiert) ist für mich sichtbar, kann jedoch nicht gelöscht werden. Außerdem kann die Zeitwirtschaft ihn nicht löschen.Solange, wi Ein Abwesenheitsantrag (gelb markiert) ist für mich sichtbar, kann jedoch nicht gelöscht werden. Außerdem kann die Zeitwirtschaft ihn nicht löschen. Solange, wie er für mich sichtbar ist, kann ich keinen Urlaub eintragen (Fehlermeldung erscheint).",HR
"Copy employees to JQL and JEL Please, copy the following employees to JQL and JEL with all data (PA, PD, PY, PT/TM and clusters)  381655 386827 381487 381462 384077  Tks,  Marcelo Soares.",HR
"Problem bei der Urlaubsbeantragung im Mitarbeiter-Self-Servive.Angedacht war Urlaub vom 02.11.208 bis 06.112018 einzureichen.Im Portal steht nun  Status gesen Problem bei der Urlaubsbeantragung im Mitarbeiter-Self-Servive. Angedacht war Urlaub vom 02.11.208 bis 06.112018 einzureichen. Im Portal steht nun  Status gesendet  für den 2.-6.11.2018. Eine Workflow-Nachricht bestätigte mir den 2.11.2018 als genehmigt. Der Genehmiger schaute im SAP nach, da ist  gar kein  Eintrag vorhanden. Die Tage sind nun im SAP eingetragen worden, ich kann aber den Urlaub mit  Status gesendet  nicht löschen. Beim Klick auf das X muss ich bestätigen, dann kommt ein Fehlerhinweis mit Angabe einer Klassennummer. Im Anhang ein paar Bilder.",HR
"User can't login to ESS After he entered Username and password login mask for EBP appear. Can you please fix it? RITM0010036",HR
"Copy employees to JQL and JEL Please, copy the following employee (386566) to JQL and JEL with all data (PA, PD, PY, PT/TM and clusters).  Tks,  Marcelo Soares.",HR
"SAP Unfallbearbeitung (SAP- JPL Holding-HR Prod)  Bitte ein BENTER Ticket eröffnen um neue SAP Schlüsselnummern für Mitarbeiter zu eröffnen.Telefon: 8-202922 H SAP Unfallbearbeitung (SAP- JPL Holding-HR Prod)  Bitte ein BENTER Ticket eröffnen um neue SAP Schlüsselnummern für Mitarbeiter zu eröffnen. Telefon: 8-202922 Herr Thomas Kirchhoff Subtyp 9050 Untersuchungsgebiet  29  Telefon: 8-202990 Herr Abderrazak Elbadraoui Subtyp 9050 Untersuchungsgebiet  05; 30; 32 Vielen Dank im Voraus MFG Achim Alpmann",HR
"Transport Request to JQL Please, transport the request below to JQL  1)  JELK985042 620   SOARESM      HR.10.22.2018-SOARESM-EQUALIZACAO ESQUEMA <OTP    INC0011725  Tks,  Marcelo Soares.",HR
"Transport of requests to JPL (RU) Hello,  please transport from JQL to JPL requests: JELK982413 620   IBSVS        HR:159086 SZV-STAZH - 1 JELK984729 620   IBSVS        HR:159086 SZV-STAZH - 2 JELK984794           IBSVS        HR:159086 SZV-STAZH - 3 JELK984996 620   IBSVS        HR:159086 SZV-STAZH - 4 JELK985000           IBSVS        HR:159086 SZV-STAZH - 5  JELK984516 620   IBSVS        HR:166740 VUT Attrib - 1 JELK984584           IBSVS        HR:166740 VUT Attrib - 2 JELK984655           IBSVS        HR:166740 VUT Attrib - 3 JELK985002           IBSVS        HR:166740 VUT Attrib - 4  Thank you, Klara Trminkova ",HR
"Transport Request to JQL Please, transport the request below to JQL  1) JELK985048 620   SOARESM      HR.10.22.2018-SOARESM-AJUSTE QUEBRA HORA EXTRA SCSINC0012786  Tks,  Marcelo Soares.",HR
"SAP-PEU Problem Kalkulation Stücklisten Daimler - Stephan Kiessling...Hi Anja,erstelle mir bitte ein Ticket im service now , dann mach ich Dir die notwendigen SAP-PEU Problem Kalkulation Stücklisten Daimler - Stephan Kiessling ...Hi Anja, erstelle mir bitte ein Ticket im service now , dann mach ich Dir die notwendigen Einstellungen fertig. Ich denke, das Ergebnis wird Dich zufrieden stellen. Eines schon mal im vorab . Die Kollegen aus der Logistik sollen sich darauf einstellen, dass für die betreffenden Materialien eine zusätzliche Fertigungsversion ( mit Verwendung 9 ) angelegt werden muss. Das dauert keine Viertelstunde ! Aber bitte erst dann , nachdem meine Einstellungen im Produktivsystem sind . Viele Grüsse und bis in Kürze Stephan",LOG
"Benutzer kann nicht in ESS Urlaub geantragen - ref. INC0011608 Referenz ticket INC0011608 - wurde geschlossen obwohl es wurde nur teilweise eartbeitet. Bitte als Urgent bearbeiten, Benutzer braucht für Freitag Urlaub beantragen.  Benutzer kann noch immer keinen Urlaub im ESS-System beantragen, er erhält (trotz Wechsel des Vorgesetzten) die identische Fehlermeldung (siehe Anhang  Fehlermeldung ESS Urlaubsantrag 2018-10-18.jpg ).    ",HR
"Transport Request to JQL Please, transport the request below to JQL  1)  JELK985053 620   SOARESM      HR.10.22.2018-SOARESM-NOVO PLANO DE HORARIO CPS   INC0012865  Tks,  Marcelo Soares.",HR
"Transport Request to JQL Please, transport the request below to JQL  1) JELK985050 620   SOARESM      HR.10.22.2018-SOARESM-AJUSTE TERMO RESCISAO  Tks,  Marcelo Soares.",HR
"Copy employees to JQL and JEL Please, copy the following employees to JQL and JEL with all data (PA, PD, PY, PT/TM and clusters).  382274 384064 384082 385508 387170 387210 387564 387581  Tks,  Marcelo Soares.",HR
"Detail is as attached e-mail. Detail is as attached e-mail.",HR
"Alberton users in EBP system needs to be move to different OU Hi SD,  We have 3 users from the HR Department in Alberton, when they create big amount EBPs they go to Emmy Murphy for the final approval. They need to go directly to the Plant Manager Martin Coetzee. How can we arrange for this to Happen? On our EBP Structure for SA, I do not see and Orginisational Unit for HR in Alberton. The users are: Dean Nel Nelly Mashego Karen Matthysen",LOG
"Dear CIT HR,please kindly transfer below ticket to JPL. Thank you.JELK984522 620   ITELLSJ      Individual Income Tax Dear CIT HR,  please kindly transfer below ticket to JPL. Thank you.  JELK984522 620   ITELLSJ      Individual Income Tax",HR
"Transport of JELK984955; JELK984945; JELK985058 > JQL (RU); JELK985008 > JQL, JPL (CZ) Hello,  please transport from JEL to JQL requests (RU): JELK984955 HR-PA:169293-Order leave form T-6, T-6a JELK984945 HR-PA:169293 Program for form T-6, T-6a JELK985058 HR-PT:166496-Overtime compesation in IT2002-2  and please transport from JEL to JQL, JPL request (CZ): JELK985008   Thank you, Klara Trminkova",HR
"Following transactions don't function: ME21N and as consequence inbound (VL31N), migo and BAP (VA02). You can find in attachment the message. Following transactions don't function: ME21N and as consequence inbound (VL31N), migo and BAP (VA02). You can find in attachment the message.",LOG
